1062,43,130
3939,1,1330
3557,63,200
2771,24,533
2771,24,533
3753,21,960
5933,006C,811
3515,1,1601
2771,24,533
4100,53,635
4100,53,637
984,20,3255
6735,56,1119
1406,7,341
954,001E,2700
3744,5,2
3744,6,75
3636,30,1167
3744,3,345
1584,7,655
1363,25,4136
279,10,1062
6938,4,1171
3507,40,1455
2104,27,2630
3011A,19,125
2086,11,1984
1204,2,555
6907,13,48
3604,058A,4075
3923,6,1550
3705,39,55
3923,6,1550
613,29,2330
3608,17,3350
1861A,5,910
1018,7,414
1018,7,416
123,62,1221
613,29,2340
3607,62,3769
151,54,1754
1134,9,141
3751,157,360
1418,50,5319
6688,9,3730
4096,63,801
559,10,2400
1327,15,66
3702,54,1155
6800,6,26
3708,56,525
1029,59,2999
915,009D,2258
578,76,2090
240,20,550
1706,21,4322
2849,14,37
6205,12,245
578,82,2090
4102,2,506
11,8,333
3774,328,200
2356,12,1732
3634,24,33
2356,12,1732
2356,12,1732
529,94,2826
48,6,930
3089,8,412
3702,54,1155
3606,66,3883
3606,66,3885
5963,41,820
3784,154,25
3536,1,2020
3570,74,550
2749,49,4515
594,004A,1790
235,9,20
8711,7,1750
342,7,988
3703,4,34
1387,022C,282
3704,25,87
977,22,2829
342,7,988
3548,32,1875
1046,22,600
1211,29,2077
1447,9,343
1447,9,345
1499,001D,8125
5744,25,289
865,9,53
865,9,55
0442A,39,283
3536,1,2018
730,44,1680
875,16,361
1008,54,312
256,2,645
3583,24,171
2438,26,2566
256,2,645
76,5,1839
76,5,1841
2748,39,77
872,7,1998
3619,28,3556
3582,55,4078
3534,017A,550
7094,18,500
500,37,2677
7517,318,135
4217,2,1226
5550,42,920
5550,42,922
6942,54,1325
6684,2,204
500,37,2677
5408,008G,98
3735,5,631
236,17,100
208,26,601
1074,17,2566
645,014A,1498
1074,17,2568
2395,35,2422
7136,54,169
3602,28,259
3612,18,2950
3612,18,780
2183,17,2174
283,13,887
4097,55,782
476,004C,1062
3726,93,551
948,19,2841
3028B,40,818
3726,92,555
586,4,2504
2607,67,429
237,11,260
3755,23,1140
237,11,260
237,11,260
992,23,3845
175,3,729
206,8,500
1641,26,226
647,4,1501
1550,35,562
117,10,678
2782,9,537
1429,25,346
3707,16,90
1375,54,1415
292,15,50
493,33,1817
1375,52,1425
839,25,230
3751,157,360
839,25,335
1436,45,315
3749,62,303
500,20,2726
3508,1,1355
3537,78,45
3537,78,47
6538,20,4180
6538,20,4182
182,21,1540
71,25,44
1195,11,122
1195,11,124
1195,11,126
2434,22,2238
5976,19,267
834,4,25
1001,9,2930
289,4,1
6174,20,1137
319,21,795
527,020A,2650
263,11,101
1176,11,1640
3974,11,466
309,28,111
3717,12,135
263,11,101
239,30,343
3979,1,444
1253,20,779
1409,27,380
5840,23,66
6653,1,401
3257,28,317
1291,14,78
174,8,710
2478,40,725
793,14,460
1291,14,78
1225,35,1821
1842,7,1437
2863,1,1
5531,1,3
4139,13,979
3741,32,201
3149,032E,142
288,10,176
241,3,600
3711,13,77
2084,8,1851
3554,40,179
1789,22,1370
1204,30,1367
3180,194,7
3010,64,530
3554,59,1930
1452,40,314
8709,7,1700
56,2,140
3744,5,2
262,20,100
7035,16,341
1024,24,3067
5722,20,563
481,24,3224
3707,62,33
3558,27,257
3558,27,259
3558,27,261
1157,7,1750
1157,7,1750
336,14,550
742,2,625
2623,189,4150
1826,22,2332
7536,36,2220
5815,10,738
1019,25,3555
1029,16,2872
3569,83,88
339,14,240
6509,011B,331
552,23,1629
3262,6,140
3043,22,51
633,11,2799
634,31,2
3098,13,55
3598,049A,34
1523,18,497
2764,32,3701
524,6,2425
3559,17,2255
2801,10,4422
309,20,240
3559,17,2255
309,20,240
1686,21,6700
207,32,600
1891,19,1591
2634,72,381
5802,25,3975
1470,18,7434
1470,18,7436
1245,20,634
1245,20,636
1245,20,638
1307,001B,300
582,25,2420
220,12,116
220,12,118
220,12,120
1412,20,2042
868,35,30
868,35,32
3755,209,370
1746,24,311
331,16,233
1272,22,127
151,37,25
71,25,44
1289,34,190
52,18,2230
7091,5,367
52,48,530
52,89,411
1272,22,129
1813,31,1462
6510,11,66
542,7,1906
3065,18,554
3590,054A,369
3590,054A,371
1819,3,1427
3281,7,81
3622,98,3876
1637,5,631
3054,48,595
6964,22,317
686,52,1600
3702,54,1155
954,001E,2700
1028,46,2829
3567,7,450
3656,7,1084
3656,7,1086
3656,7,1088
3510,49,1475
5421,13,1728
2973A,37,280
3717,19,188
8711,14,1190
292,2,1
1364,42,315
5727,6,530
7017,45,345
133,15,436
3703,27,66
2691,57,20
852,59,233
977,20,2849
2846,10,30
6007,13,266
3725,93,901
1333,57,2430
3803,5,185
78,41,361
163,22,493
259,26,555
476,001B,2835
3737,30,405
2135,10,2018
6904,5,120
1848,25,128
4337,12,1467
3597,52,140
3597,52,144
3732,151,974
3207,23,69
1252,37,728
3732,151,974
1188,1,17
7505,28,60
259,26,555
4942,41,1237
2945A,23,46
3624,26,1013
7066,9,5570
730,44,1680
3637,18,767
3637,18,771
6632,51,1609
6971A,37,78
998,016A,212
1109,013A,216
3703,53,527
6094,014E,401
295,8,450
1336,34,29
3589,55,177
3589,55,179
3076,65,145
1375,53,1421
3076,65,145
3616,18,1057
3785,002A,410
1809,19,1470
1381,24,162
1472,001H,437
4107,21,917
559,39,2440
1327,009G,2911
5744,61,350
6090,27,523
4107,21,919
2629,16,1142
6192,51,367
6513,61,290
1666,53,4704
2822B,11,60
1431,48,115
294,8,240
5668,35,201
1279,78,436
74,3,807
5542,38,1726
6441,20,301
1672,5,855
6094,1,1042
2618A,6,414
5712,7,34
1624,005B,645
268,2,115
5375,59,701
3504,44,1663
1234,2,37
3589,148,3543
1158,22,706
3608,17,3350
1158,22,1882
1158,22,1884
0222A,71,1170
293,1,211
1007,11,3228
1292,020A,4635
1292,020A,4637
3072,1,44
0467A,25,20
6534,10,450
5431A,001F,200
293,1,211
269,1,235
293,1,211
293,1,211
293,1,211
1760,9,1335
7510,28,29
6781,25,232
1826,7,1443
6614,16,254
3653,1,3909
3753,140,935
865,9,57
2966A,1,500
6525,23,1163
6525,23,1165
6920,26,184
293,1,211
0436E,12,1738
293,1,211
1859A,8,1531
7056,17,178
3037,2,27
1473,4,7750
6094,012B,459
3580,1,512
6508,20,280
6508,20,282
643,19,1626
635,4,2101
1885,47,3527
541,015A,2095
3619,72,69
2659,1,261
315,17,334
834,4,25
834,4,25
175,3,729
84,9,1255
84,9,1255
84,9,1255
940,17,2936
2093,16,1978
295,8,450
2392,33,2426
1127,27,1919
3745,272,301
1342,11,1544
996,50,3440
3703,76,1019
4158,2,1022
84,9,1255
7007,37,462
982,97,2111
982,98,2115
2202,001J,2151
1546,8,539
1546,8,541
3717,19,180
0436F,14,1752
0436F,14,1754
3731,95,1025
3708,44,585
595,13,1645
3735,59,201
6020,32,315
1812,7,1439
1812,7,1439
7504A,14,5036
116,3,50
116,3,52
342,7,988
743,1,799
743,1,811
336,8,508
5619,13,142
6614,16,254
2772,10,548
2334A,19,2291
288,32,333
1031,9,1719
1031,9,1721
3712,23,60
116,3,52
288,32,333
0436B,12,3760
1383,23,6140
6417,15,80
0436E,24,3682
1636,005A,700
2826,1,956
1279,114,1001
3584,9,102
4283B,92,31
1507,38,7327
0047C,144,1080
1415,022A,230
3642,44,866
0047C,130,1080
5910,25,131
3995,25,2068
5514,32,636
5514,32,638
3995,25,2068
2483,13,398
309,20,240
7010,30,434
2778,33,801
3705,1,815
0436C,2,1410
3204,29,125
3741,32,201
239,13,456
239,26,420
145,14,1224
3780,6,888
145,16,75
145,13,300
145,13,318
7042B,28,133
95,6,1234
6421,34,42
6780,10,247
3721,120,555
3765,394,425
3721,120,555
5721,2,608
5721,2,610
2873,25,127
491,26,2031
7513,51,977
7513,51,979
793,40,521
1550,52,1627
1550,52,1627
1284,31,1336
4039,16,333
3505,24,65
1439,4,323
5258,1,1409
1909,5,1627
3717,1,100
3626,2,914
3626,2,916
1572,26,631
1572,26,633
6203,26,484
3733,123,245
250,1,1401
288,8,126
726,21,1755
2304,3,3434
3733,123,245
3532,51,60
819,34,505
5355,22,306
2979A,021A,99
279,011B,1130
807,22,543
1880,20,1587
1648,22,2950
6518,18,60
6518,18,64
4969,45,1033
1354,13,50
7096B,10,96
78,63,373
78,78,383
978,9,2424
62,32,454
334,22,565
3708,95,560
1783,017A,2340
762,413,601
288,29,226
266,1,111
660,23,1946
3656,7,1084
1700,1,55
3656,7,1088
3785,22,149
1700,1,55
1277,001H,1130
3504,44,1663
3709,19,50
690,1,1311
7135,22,212
1848,47,1414
5259,22,718
143,012A,1042
6325,20,65
143,012A,1048
862,31,682
6556,19,593
113,6,200
3026,013A,40
690,1,1245
7507,7,76
1424,29,234
1229,8,1756
5084,21,130
150,4,1629
3064,25,620
5324,6,1432
1403,21,380
1019,11,3440
1447,10,347
1741,36,1242
322,1,601
2122A,007C,1990
4086,1,2200
3656,7,1084
3656,7,1088
5950,5,251
3605,76,312
987,22,3511
3605,76,314
630,21,2206
6903,11,2381
952,9,2510
6684,16,219
3590,33,2221
855,3,69
855,3,71
690,1,1311
690,1,1311
2391,31,2462
690,1,1311
3076,28,75
321,34,755
2919A,9,46
690,1,1245
6520,24,1075
5908,24,161
1285,4,519
324,20,449
7295,31,477
1700,1,55
98,9,2022
7295,30,479
2994,18,123
832,4,207
6307,001V,619
3722,22,180
3722,24,650
3749,186,75
580,28,2230
3080,10,950
3054,55,565
3095,20,762
1153,22,1013
1153,22,1017
3640,7,2748
3702,54,1155
85,48,1355
6502,20,33
224,32,945
85,48,1355
2186,23,2191
3554,27,411
2018,8,1746
4144,14,2700
1646,23,752
6555,13,4218
6020,23,367
3712,23,60
2629,37,1000
867,26,140
4039,30,320
207,32,600
289,7,225
1463,48,3027
5706,24,543
3740,34,221
492,11,2036
3735,59,201
1258,37,52
3735,59,201
4017,1,535
1524,35,422
3086,22,770
3735,59,201
807,4,500
119,10,812
126,51,1017
2041,18,118
6767,17,70
2622,55,32
581,3,2525
2388,2,2419
957,31,2950
192,1,1037
273,13,899
3766,261,333
471,002D,1530
471,002E,1536
2936A,55,61
1784,001F,1329
545,21,2654
2613,18,2321
2689,7,240
289,7,225
3518,24,18
294,8,240
5744,1,650
956,31,2980
3707,16,90
3709,19,50
3083,12,866
3719,320,301
3719,321,301
587,20,2465
3707,16,90
208,26,601
1510,16,575
1510,16,577
289,5,100
2631,64,1442
2785,29,148
5540,35,309
3547,1,1800
311,6,690
0419A,19,393
1788,17,2834
311,6,690
311,6,690
452,1,900
3788,12,178
192,39,821
5624,20,77
7040A,2,2
540,3,2831
1370,3,111
4711,156,3
5343,18,90
0253A,54,1177
1238,22,272
5576,1,280
3717,12,135
2067,47,1818
918,002O,3420
3573,3,3180
2697,27,249
2697,27,251
940,29,2828
2697,27,253
519,58,3024
1808,1,4001
6502,3,410
2659,7,56
2659,7,58
2061,18,1883
3751,157,360
814,20,100
1568,12,2418
3767,116,201
167,63,160
1252,47,708
6554,6,4122
6554,6,4124
1217,29,360
824,001G,1030
708,013A,1560
6967,26,12
5709,19,32
2618,30,445
3651,21,3838
3651,21,3842
3722,58,142
1818,012A,1467
592,13,1945
1682,8,861
3722,58,142
2713,002C,22
3199,7,1254
1742,34,1220
1682,8,861
1682,8,861
4287,57,1250
2692,9,152
3979,1,444
2829,10,4376
247,41,1200
4275,4,1334
4275,4,1336
1089,31,3019
33,3,2290
33,3,165
1082,3,1333
92,5,2033
268,17,250
858,2,201
5411,5,5222
1255,21,130
6551,60,1266
0322A,1,631
1211,18,1970
2857,24,145
1187,20,1852
1187,21,1854
867,21,110
5411,7,5234
3537,65,58
1678,9,839
5411,6,5228
559,35,2736
3507,40,1455
5411,8,5238
5411,9,5244
1269,97,141
5411,10,5250
539,32,2233
1224,18,1688
1224,18,1690
334,22,565
3701,66,55
236,19,150
1208,18,1668
1181,15,736
1208,18,1668
593,17,1880
4036,3,314
4036,3,316
4036,3,314
4036,3,316
777,36,1447
525,78,2458
3755,100,1125
3755,100,1127
2172,25,2178
3045,1,301
6631,30,475
5461,20,6276
295,8,462
2746,014A,266
165,4,701
300,003B,711
235,6,27
4279,29,1431
7058,11,310
7139,10,2950
2699,44,4443
3540,154,2232
3707,66,161
510,46,2214
3711,19,50
6742,20,666
2343,25,2360
1012,46,3701
1129,34,1997
673,8,1590
5338,5,5024
2840,22,324
288,31,101
569,21,1765
4789,23,1479
4789,23,1481
240,7,580
165,22,717
2700,13,4552
835,3,39
240,7,580
3707,16,90
2746,9,236
6407,9,1087
6564,019B,1331
3618,73,827
259,26,555
206,8,500
855,11,8
2406,37,2451
1731,25,1290
6009,4,214
98,9,1096
500,37,2677
3609,112,321
1142,66,3145
5518,23,28
4088,30,817
3504,44,1663
1636,001H,619
3054,35,695
6516,25,3325
1201,18,1366
6736,40,56
5810,9,842
5802,42,3909
5802,42,3911
1327,001B,2989
620,20,1760
295,6,360
2024,23,1812
1753,2,1257
973,31,3210
3717,12,135
60,84,220
559,10,2400
73,1,805
73,1,807
3582,44,44
3708,58,575
1770,10,1351
0627A,47,2200
3011,2,1
2400,3,2423
6465,16,25
4965,26,3103
644,18,1677
1891,33,1554
2436,001I,2539
3708,95,560
5462,14,50
2835,45,145
1770,27,1382
1430,44,200
1502,5,541
326,3,135
1737,10,1220
247,41,1200
4161,40,1023
2203,13,2172
510,015A,2274
3726,202,537
4216,17,1236
7137,13,234
3726,203,537
3726,208,537
3726,204,537
3726,209,537
3726,205,537
3726,210,537
3726,206,537
3726,207,537
3726,211,537
3549,26,1478
3726,212,537
3726,213,537
3726,214,537
6685,22,245
5615,8,86
5615,8,88
3642,71,825
3642,71,827
3040,2,184
1306,12,130
